,pH,Temp,SlogP,SMR,LabuteASA,TPSA,AMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumAtoms,Formal Charge,SlogP (#1),SMR (#1),LabuteASA (#1),TPSA (#1),AMW (#1),NumLipinskiHBA (#1),NumLipinskiHBD (#1),NumRotatableBonds (#1),NumAtoms (#1),delta_g0
93,6.9,25.0,1.6638999999999995,111.79780000000004,183.37997772301316,162.26000000000005,444.44000000000017,10.0,5.0,11.0,56.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.78
94,6.9,25.0,0.4538,53.100600000000036,88.06584050135659,58.92,210.229,4.0,2.0,3.0,29.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.76
95,6.9,25.0,0.05119999999999991,54.23170000000002,93.03679905687851,78.46000000000002,222.22,5.0,1.0,4.0,28.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.63
97,6.9,25.0,0.35851999999999995,35.5095,59.117043200529956,40.13,135.142,2.0,0.0,1.0,17.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.63
98,6.9,24.85,0.8610999999999995,42.518100000000025,61.866120159699506,27.64,136.218,1.0,3.0,3.0,24.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.61
100,6.9,25.0,-0.44576000000000016,90.77900000000004,159.86968060431468,132.86,384.34000000000015,8.0,0.0,7.0,44.0,-2.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.54
101,6.9,25.0,0.07469999999999999,41.434800000000024,70.27621906712257,60.36,165.16799999999995,3.0,1.0,3.0,21.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.47
102,6.9,25.0,3.3824,13.568000000000005,34.355936634923424,0.0,144.96200000000005,0.0,0.0,0.0,7.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.47
104,6.9,25.0,1.6638999999999995,111.79780000000004,183.37997772301316,162.26000000000005,444.44000000000017,10.0,5.0,11.0,56.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.34
105,6.9,24.85,0.3017000000000001,48.71320000000003,73.23526751288745,36.84,166.24400000000003,2.0,3.0,3.0,28.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.33
106,6.9,25.0,-0.44576000000000016,90.77900000000004,159.86968060431468,132.86,384.34000000000015,8.0,0.0,7.0,44.0,-2.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.3
107,6.9,25.0,0.9301,44.48100000000003,71.84692742932317,40.13,163.196,2.0,0.0,3.0,23.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.29
108,6.9,25.0,0.9301,44.48100000000003,71.84692742932317,40.13,163.196,2.0,0.0,3.0,23.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.26
109,6.9,24.85,0.4795999999999998,44.453100000000006,66.97966538920639,36.87000000000001,152.217,2.0,3.0,3.0,25.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.23
110,6.9,24.85,0.77942,42.63810000000001,61.8661201596995,27.64,136.21800000000002,1.0,3.0,2.0,24.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.11
111,6.9,25.0,-0.6601000000000004,41.159800000000025,70.27621906712257,60.36,165.16799999999995,3.0,1.0,3.0,21.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.1
112,6.9,25.0,0.2822000000000001,30.481599999999986,49.146597950675385,40.46,116.15999999999998,2.0,2.0,0.0,20.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.04
113,6.9,25.0,-0.08270000000000023,55.197400000000044,88.75236017757494,69.92,212.245,4.0,3.0,6.0,31.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.01
114,6.9,25.0,0.2822000000000001,30.481599999999986,49.146597950675385,40.46,116.15999999999998,2.0,2.0,0.0,20.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-11.01
115,6.9,25.0,-0.08270000000000023,55.197400000000044,88.75236017757494,69.92,212.245,4.0,3.0,6.0,31.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.95
116,6.9,25.0,-0.6601000000000004,41.159800000000025,70.27621906712257,60.36,165.16799999999995,3.0,1.0,3.0,21.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.95
117,6.9,25.0,0.1765999999999997,39.56590000000002,60.29541179749889,47.87000000000001,138.18999999999997,2.0,4.0,2.0,22.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.93
118,6.9,25.0,-0.5163000000000004,52.75770000000002,87.92325382737161,69.22999999999999,206.221,4.0,1.0,4.0,27.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.86
119,6.9,24.85,0.3017000000000001,48.71320000000003,73.23526751288745,36.84,166.24400000000003,2.0,3.0,3.0,28.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.84
120,6.9,24.85,0.4795999999999998,44.453100000000006,66.97966538920637,36.87000000000001,152.21699999999996,2.0,3.0,3.0,25.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.74
121,6.9,24.85,0.1851999999999998,46.11790000000002,71.77389914140241,57.10000000000001,168.21599999999998,3.0,4.0,3.0,26.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.71
122,6.9,25.0,1.1971,36.49209999999998,52.2687944112219,27.64,116.228,1.0,3.0,4.0,26.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.7
123,6.9,25.0,0.8929999999999998,43.41780000000003,70.59553054443344,46.53,166.176,3.0,1.0,2.0,22.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.6
124,6.9,24.85,0.3017000000000001,48.71320000000003,73.23526751288745,36.84,166.24400000000003,2.0,3.0,3.0,28.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.58
125,6.9,25.0,-1.4363999999999992,47.781100000000016,82.3003633558428,77.0,195.218,4.0,3.0,5.0,27.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.57
126,6.9,25.0,-0.012400000000000409,41.70500000000003,70.59553054443344,49.36,165.168,3.0,0.0,3.0,21.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.51
127,6.9,25.0,-1.4363999999999992,47.781100000000016,82.3003633558428,77.0,195.218,4.0,3.0,5.0,27.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.5
128,6.9,24.85,0.3017000000000001,48.71320000000003,73.23526751288745,36.84,166.24400000000003,2.0,3.0,3.0,28.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.49
129,6.9,25.0,0.8929999999999998,43.41780000000003,70.59553054443344,46.53,166.176,3.0,1.0,2.0,22.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.42
130,6.9,25.0,0.8086000000000002,31.89709999999999,45.90385229682529,27.64,102.201,1.0,3.0,4.0,23.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.4
131,6.9,25.0,0.7122999999999999,38.487600000000015,59.74975485268219,40.46,138.166,2.0,2.0,2.0,20.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.26
132,6.9,25.0,0.7122999999999999,38.487600000000015,59.74975485268219,40.46,138.166,2.0,2.0,2.0,20.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.23
133,6.9,25.0,-0.5163000000000004,52.75770000000002,87.92325382737161,69.22999999999999,206.221,4.0,1.0,4.0,27.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-10.18
136,6.9,24.85,-0.3324999999999998,40.82170000000002,65.08964554969491,68.10000000000001,154.189,3.0,5.0,2.0,23.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-9.83
137,7.2,25.0,1.3261000000000005,56.32360000000002,87.0815943582855,83.22,222.245,4.0,2.0,1.0,23.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-9.713
139,6.9,25.0,0.3166,29.148999999999987,49.519717452052355,40.13,115.152,2.0,0.0,4.0,19.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-9.54
140,6.9,24.85,-0.3811999999999995,45.78300000000002,71.66455915068686,57.07000000000001,168.21599999999995,3.0,4.0,3.0,26.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-9.52
142,6.9,25.0,0.28742,39.890000000000015,65.48198531492656,40.13,149.16899999999998,2.0,0.0,2.0,20.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-9.17
143,6.9,24.85,0.4881999999999999,51.00510000000002,78.45815273310987,46.1,182.243,3.0,3.0,4.0,29.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-9.08
144,6.9,24.85,-0.3325,40.82170000000002,65.08964554969491,68.10000000000001,154.189,3.0,5.0,2.0,23.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-9.06
145,6.9,25.0,-0.012400000000000409,41.70500000000003,70.59553054443344,49.36,165.16799999999995,3.0,0.0,3.0,21.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-9.02
146,6.9,25.0,0.5399999999999999,39.864000000000026,65.48198531492656,40.13,149.16899999999995,2.0,0.0,2.0,20.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-8.88
147,6.9,25.0,0.5399999999999999,39.864000000000026,65.48198531492656,40.13,149.16899999999995,2.0,0.0,2.0,20.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-8.74
148,6.9,25.0,1.1673,26.588799999999992,38.99325323761199,20.23,88.14999999999998,1.0,1.0,2.0,18.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-8.7
150,6.9,25.0,-1.0626000000000009,81.30500000000005,147.13979637552146,132.86,356.28600000000006,8.0,0.0,7.0,38.0,-2.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-8.6
151,6.9,25.0,1.1673,26.588799999999992,38.99325323761199,20.23,88.14999999999998,1.0,1.0,2.0,18.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-8.6
152,6.9,24.85,-0.11780000000000017,41.230700000000034,65.08964554969491,68.10000000000001,154.189,3.0,5.0,2.0,23.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-8.58
153,6.9,24.85,0.05320000000000047,42.31350000000001,60.841068742315606,53.66,137.20600000000002,2.0,5.0,2.0,23.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-8.54
154,6.9,24.85,0.4222999999999999,42.862400000000015,62.076091646294834,16.61,136.218,1.0,2.0,3.0,24.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-8.3
156,6.9,25.0,0.28650000000000003,26.86069999999999,42.90457261553856,29.1,99.133,2.0,1.0,0.0,16.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-8.0
157,6.9,25.0,-1.071299999999999,44.62600000000002,82.92941060834937,80.25999999999998,198.218,4.0,0.0,2.0,28.0,-2.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-7.9
158,6.9,25.0,0.7637,25.49679999999999,40.13091661446014,20.23,138.99200000000002,1.0,1.0,2.0,12.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-7.7
159,6.9,25.0,-1.0626000000000009,81.30500000000005,147.13979637552146,132.86,356.28600000000006,8.0,0.0,7.0,38.0,-2.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-7.4
160,6.9,25.0,0.7771999999999999,21.971799999999995,32.62831112321538,20.23,74.12299999999998,1.0,1.0,1.0,15.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-7.4
161,6.9,25.0,-1.071299999999999,44.62600000000002,82.92941060834937,80.25999999999998,198.218,4.0,0.0,2.0,28.0,-2.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-7.3
162,6.9,25.0,-0.021000000000000685,35.15300000000001,59.117043200529956,40.13,135.14199999999997,2.0,0.0,2.0,17.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-7.1
163,6.9,25.0,-0.035000000000000364,64.61440000000002,103.81407878012112,85.02000000000002,245.258,5.0,2.0,4.0,31.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-7.04
164,6.9,25.0,0.7787999999999999,21.9938,32.62831112321538,20.23,74.12299999999998,1.0,1.0,2.0,15.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-6.9
165,6.9,25.0,0.050099999999999915,30.772499999999994,52.75210108613336,40.13,121.11499999999997,2.0,0.0,1.0,14.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-6.86
166,6.9,25.0,-4.756,0.0,30.011902189189602,92.24,99.449,4.0,0.0,0.0,5.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-6.75
167,6.9,24.85,0.4881999999999997,51.00510000000003,78.45815273310986,46.10000000000001,182.243,3.0,3.0,4.0,29.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-6.52
168,6.9,25.0,0.5312,19.8578,31.62247996968616,20.23,72.107,1.0,1.0,0.0,13.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-6.5
169,6.9,25.0,0.7771999999999999,21.971799999999995,32.62831112321538,20.23,74.12299999999998,1.0,1.0,1.0,15.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-6.4
170,6.9,25.0,0.7771999999999999,21.971799999999995,32.62831112321538,20.23,74.12299999999998,1.0,1.0,1.0,15.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-6.4
171,6.9,25.0,-0.035000000000000364,64.61440000000002,103.81407878012112,85.02000000000002,245.258,5.0,2.0,4.0,31.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-6.3
173,6.9,25.0,0.2874199999999999,39.890000000000015,65.48198531492656,40.13,149.16899999999998,2.0,0.0,2.0,20.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-6.1
174,6.9,25.0,0.12399999999999978,41.199000000000034,70.59553054443344,49.36,165.168,3.0,0.0,3.0,21.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-5.9
176,6.9,24.85,0.1851999999999998,46.11790000000002,71.77389914140241,57.10000000000001,168.21599999999998,3.0,4.0,3.0,26.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-5.9
177,6.9,25.0,-0.5301000000000007,36.408800000000014,63.91127695272596,60.36,151.141,3.0,1.0,2.0,18.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-5.9
178,6.9,25.0,0.12399999999999978,41.199000000000034,70.59553054443344,49.36,165.168,3.0,0.0,3.0,21.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-5.7
179,6.9,25.0,-0.5301000000000007,36.408800000000014,63.91127695272596,60.36,151.141,3.0,1.0,2.0,18.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-5.4
180,6.9,25.0,-0.07350000000000012,24.53199999999999,43.15477533765576,40.13,101.125,2.0,0.0,3.0,16.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-5.3
182,6.9,25.0,0.6586000000000001,15.957,23.78338227429922,22.3,58.085,1.0,0.0,0.0,3.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-4.0
183,6.9,25.0,0.3887,17.376800000000006,26.263369008818778,20.23,60.096000000000004,1.0,1.0,1.0,12.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-3.7
185,6.9,25.0,0.3871000000000001,17.354800000000004,26.26336900881877,20.23,60.096,1.0,1.0,0.0,12.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-2.4
